"Year","Location Description","Data Source","Topic Description","Measure Description","Sub-Measure","Data Value Type","Data Value"
"2016","Pennsylvania","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State tax as a Percentage of Retail Price ","Percentage","46.300"
"2016","Pennsylvania","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State Tax per pack ","Dollars","3.610"
"2016","Pennsylvania","OW","The Tax Burden on Tobacco","Cigarette Sales","Gross Cigarette Tax Revenue ","Dollars","987792000.000"
"2016","Pennsylvania","OW","The Tax Burden on Tobacco","Cigarette Sales","State Tax per pack ","Dollars","1.600"
"2015","Pennsylvania","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack ","Dollars","6.470"
"2015","Pennsylvania","OW","The Tax Burden on Tobacco","Cigarette Sales","Cigarette Consumption (Pack Sales Per Capita)","Pack","48.500"
"2015","Pennsylvania","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State tax as a Percentage of Retail Price ","Percentage","40.300"
"2015","Pennsylvania","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State Tax per pack ","Dollars","2.610"
"2015","Pennsylvania","OW","The Tax Burden on Tobacco","Cigarette Sales","Gross Cigarette Tax Revenue ","Dollars","993112000.000"
"2015","Pennsylvania","OW","The Tax Burden on Tobacco","Cigarette Sales","State Tax per pack ","Dollars","1.600"
"2014","Pennsylvania","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack ","Dollars","6.463"
"2014","Pennsylvania","OW","The Tax Burden on Tobacco","Cigarette Sales","Cigarette Consumption (Pack Sales Per Capita)","Pack","50.800"
"2014","Pennsylvania","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State tax as a Percentage of Retail Price ","Percentage","40.400"
"2014","Pennsylvania","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State Tax per pack ","Dollars","2.610"
"2014","Pennsylvania","OW","The Tax Burden on Tobacco","Cigarette Sales","Gross Cigarette Tax Revenue ","Dollars","1038258000.000"
"2014","Pennsylvania","OW","The Tax Burden on Tobacco","Cigarette Sales","State Tax per pack ","Dollars","1.600"
"2013","Pennsylvania","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack ","Dollars","5.944"
"2013","Pennsylvania","OW","The Tax Burden on Tobacco","Cigarette Sales","Cigarette Consumption (Pack Sales Per Capita)","Pack","52.800"
"2013","Pennsylvania","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State tax as a Percentage of Retail Price ","Percentage","43.900"
"2013","Pennsylvania","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State Tax per pack ","Dollars","2.610"
"2013","Pennsylvania","OW","The Tax Burden on Tobacco","Cigarette Sales","Gross Cigarette Tax Revenue ","Dollars","1078116000.000"
"2013","Pennsylvania","OW","The Tax Burden on Tobacco","Cigarette Sales","State Tax per pack ","Dollars","1.600"
"2012","Pennsylvania","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack ","Dollars","5.872"
"2012","Pennsylvania","OW","The Tax Burden on Tobacco","Cigarette Sales","Cigarette Consumption (Pack Sales Per Capita)","Pack","55.000"
"2012","Pennsylvania","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State tax as a Percentage of Retail Price ","Percentage","44.400"
"2012","Pennsylvania","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State Tax per pack ","Dollars","2.610"
"2012","Pennsylvania","OW","The Tax Burden on Tobacco","Cigarette Sales","Gross Cigarette Tax Revenue ","Dollars","1122129000.000"
"2012","Pennsylvania","OW","The Tax Burden on Tobacco","Cigarette Sales","State Tax per pack ","Dollars","1.600"
"2011","Pennsylvania","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack ","Dollars","5.768"
"2011","Pennsylvania","OW","The Tax Burden on Tobacco","Cigarette Sales","Cigarette Consumption (Pack Sales Per Capita)","Pack","56.400"
"2011","Pennsylvania","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State tax as a Percentage of Retail Price ","Percentage","45.200"
"2011","Pennsylvania","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State Tax per pack ","Dollars","2.610"
"2011","Pennsylvania","OW","The Tax Burden on Tobacco","Cigarette Sales","Gross Cigarette Tax Revenue ","Dollars","1145644000.000"
"2011","Pennsylvania","OW","The Tax Burden on Tobacco","Cigarette Sales","State Tax per pack ","Dollars","1.600"
"2010","Pennsylvania","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack ","Dollars","5.655"
"2010","Pennsylvania","OW","The Tax Burden on Tobacco","Cigarette Sales","Cigarette Consumption (Pack Sales Per Capita)","Pack","57.000"
"2010","Pennsylvania","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State tax as a Percentage of Retail Price ","Percentage","46.200"
"2010","Pennsylvania","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State Tax per pack ","Dollars","2.610"
"2010","Pennsylvania","OW","The Tax Burden on Tobacco","Cigarette Sales","Gross Cigarette Tax Revenue ","Dollars","1087816000.000"
"2010","Pennsylvania","OW","The Tax Burden on Tobacco","Cigarette Sales","State Tax per pack ","Dollars","1.600"
"2009","Pennsylvania","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack ","Dollars","5.461"
"2009","Pennsylvania","OW","The Tax Burden on Tobacco","Cigarette Sales","Cigarette Consumption (Pack Sales Per Capita)","Pack","59.200"
"2009","Pennsylvania","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State tax as a Percentage of Retail Price ","Percentage","47.800"
"2009","Pennsylvania","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State Tax per pack ","Dollars","2.610"
"2009","Pennsylvania","OW","The Tax Burden on Tobacco","Cigarette Sales","Gross Cigarette Tax Revenue ","Dollars","995500000.000"
"2009","Pennsylvania","OW","The Tax Burden on Tobacco","Cigarette Sales","State Tax per pack ","Dollars","1.350"
"2008","Pennsylvania","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack ","Dollars","4.414"
"2008","Pennsylvania","OW","The Tax Burden on Tobacco","Cigarette Sales","Cigarette Consumption (Pack Sales Per Capita)","Pack","61.400"
"2008","Pennsylvania","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State tax as a Percentage of Retail Price ","Percentage","39.400"
"2008","Pennsylvania","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State Tax per pack ","Dollars","1.740"
"2008","Pennsylvania","OW","The Tax Burden on Tobacco","Cigarette Sales","Gross Cigarette Tax Revenue ","Dollars","1031871000.000"
"2008","Pennsylvania","OW","The Tax Burden on Tobacco","Cigarette Sales","State Tax per pack ","Dollars","1.350"
"2007","Pennsylvania","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack ","Dollars","4.397"
"2007","Pennsylvania","OW","The Tax Burden on Tobacco","Cigarette Sales","Cigarette Consumption (Pack Sales Per Capita)","Pack","60.800"
"2007","Pennsylvania","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State tax as a Percentage of Retail Price ","Percentage","39.600"
"2007","Pennsylvania","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State Tax per pack ","Dollars","1.740"
"2007","Pennsylvania","OW","The Tax Burden on Tobacco","Cigarette Sales","Gross Cigarette Tax Revenue ","Dollars","1021357000.000"
"2007","Pennsylvania","OW","The Tax Burden on Tobacco","Cigarette Sales","State Tax per pack ","Dollars","1.350"
"2006","Pennsylvania","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack ","Dollars","4.301"
"2006","Pennsylvania","OW","The Tax Burden on Tobacco","Cigarette Sales","Cigarette Consumption (Pack Sales Per Capita)","Pack","62.400"
"2006","Pennsylvania","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State tax as a Percentage of Retail Price ","Percentage","40.500"
"2006","Pennsylvania","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State Tax per pack ","Dollars","1.740"
"2006","Pennsylvania","OW","The Tax Burden on Tobacco","Cigarette Sales","Gross Cigarette Tax Revenue ","Dollars","1047776000.000"
"2006","Pennsylvania","OW","The Tax Burden on Tobacco","Cigarette Sales","State Tax per pack ","Dollars","1.350"
"2005","Pennsylvania","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack ","Dollars","4.332"
"2005","Pennsylvania","OW","The Tax Burden on Tobacco","Cigarette Sales","Cigarette Consumption (Pack Sales Per Capita)","Pack","62.800"
"2005","Pennsylvania","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State tax as a Percentage of Retail Price ","Percentage","40.200"
"2005","Pennsylvania","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State Tax per pack ","Dollars","1.740"
"2005","Pennsylvania","OW","The Tax Burden on Tobacco","Cigarette Sales","Gross Cigarette Tax Revenue ","Dollars","1051463000.000"
"2005","Pennsylvania","OW","The Tax Burden on Tobacco","Cigarette Sales","State Tax per pack ","Dollars","1.350"
"2004","Pennsylvania","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack ","Dollars","4.303"
"2004","Pennsylvania","OW","The Tax Burden on Tobacco","Cigarette Sales","Cigarette Consumption (Pack Sales Per Capita)","Pack","68.900"
"2004","Pennsylvania","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State tax as a Percentage of Retail Price ","Percentage","40.400"
"2004","Pennsylvania","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State Tax per pack ","Dollars","1.740"
"2004","Pennsylvania","OW","The Tax Burden on Tobacco","Cigarette Sales","Gross Cigarette Tax Revenue ","Dollars","1014763000.000"
"2004","Pennsylvania","OW","The Tax Burden on Tobacco","Cigarette Sales","State Tax per pack ","Dollars","1.350"
"2003","Pennsylvania","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack ","Dollars","3.907"
"2003","Pennsylvania","OW","The Tax Burden on Tobacco","Cigarette Sales","Cigarette Consumption (Pack Sales Per Capita)","Pack","74.700"
"2003","Pennsylvania","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State tax as a Percentage of Retail Price ","Percentage","35.600"
"2003","Pennsylvania","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State Tax per pack ","Dollars","1.390"
"2003","Pennsylvania","OW","The Tax Burden on Tobacco","Cigarette Sales","Gross Cigarette Tax Revenue ","Dollars","887864000.000"
"2003","Pennsylvania","OW","The Tax Burden on Tobacco","Cigarette Sales","State Tax per pack ","Dollars","1.000"
"2002","Pennsylvania","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack ","Dollars","3.977"
"2002","Pennsylvania","OW","The Tax Burden on Tobacco","Cigarette Sales","Cigarette Consumption (Pack Sales Per Capita)","Pack","86.900"
"2002","Pennsylvania","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State tax as a Percentage of Retail Price ","Percentage","35.000"
"2002","Pennsylvania","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State Tax per pack ","Dollars","1.390"
"2002","Pennsylvania","OW","The Tax Burden on Tobacco","Cigarette Sales","Gross Cigarette Tax Revenue ","Dollars","331645000.000"
"2002","Pennsylvania","OW","The Tax Burden on Tobacco","Cigarette Sales","State Tax per pack ","Dollars","0.310"
"2016","Wisconsin","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack ","Dollars","7.510"
"2016","Wisconsin","OW","The Tax Burden on Tobacco","Cigarette Sales","Cigarette Consumption (Pack Sales Per Capita)","Pack","39.700"
"2016","Wisconsin","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State tax as a Percentage of Retail Price ","Percentage","47.000"
"2016","Wisconsin","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State Tax per pack ","Dollars","3.530"
"2016","Wisconsin","OW","The Tax Burden on Tobacco","Cigarette Sales","Gross Cigarette Tax Revenue ","Dollars","577453681.000"
"2016","Wisconsin","OW","The Tax Burden on Tobacco","Cigarette Sales","State Tax per pack ","Dollars","2.520"
"2015","Wisconsin","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack ","Dollars","7.447"
"2015","Wisconsin","OW","The Tax Burden on Tobacco","Cigarette Sales","Cigarette Consumption (Pack Sales Per Capita)","Pack","39.500"
"2015","Wisconsin","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State tax as a Percentage of Retail Price ","Percentage","47.400"
"2015","Wisconsin","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State Tax per pack ","Dollars","3.530"
"2015","Wisconsin","OW","The Tax Burden on Tobacco","Cigarette Sales","Gross Cigarette Tax Revenue ","Dollars","573562112.000"
"2015","Wisconsin","OW","The Tax Burden on Tobacco","Cigarette Sales","State Tax per pack ","Dollars","2.520"
"2014","Wisconsin","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack ","Dollars","7.530"
"2014","Wisconsin","OW","The Tax Burden on Tobacco","Cigarette Sales","Cigarette Consumption (Pack Sales Per Capita)","Pack","39.900"
"2014","Wisconsin","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State tax as a Percentage of Retail Price ","Percentage","46.900"
"2014","Wisconsin","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State Tax per pack ","Dollars","3.530"
"2014","Wisconsin","OW","The Tax Burden on Tobacco","Cigarette Sales","Gross Cigarette Tax Revenue ","Dollars","576773290.000"
"2014","Wisconsin","OW","The Tax Burden on Tobacco","Cigarette Sales","State Tax per pack ","Dollars","2.520"
"2013","Wisconsin","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack ","Dollars","7.421"
"2013","Wisconsin","OW","The Tax Burden on Tobacco","Cigarette Sales","Cigarette Consumption (Pack Sales Per Capita)","Pack","39.800"
"2013","Wisconsin","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State tax as a Percentage of Retail Price ","Percentage","47.600"
"2013","Wisconsin","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State Tax per pack ","Dollars","3.530"
"2013","Wisconsin","OW","The Tax Burden on Tobacco","Cigarette Sales","Gross Cigarette Tax Revenue ","Dollars","573163403.000"
"2013","Wisconsin","OW","The Tax Burden on Tobacco","Cigarette Sales","State Tax per pack ","Dollars","2.520"
"2012","Wisconsin","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack ","Dollars","7.240"
"2012","Wisconsin","OW","The Tax Burden on Tobacco","Cigarette Sales","Cigarette Consumption (Pack Sales Per Capita)","Pack","41.200"
"2012","Wisconsin","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State tax as a Percentage of Retail Price ","Percentage","48.800"
"2012","Wisconsin","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State Tax per pack ","Dollars","3.530"
"2012","Wisconsin","OW","The Tax Burden on Tobacco","Cigarette Sales","Gross Cigarette Tax Revenue ","Dollars","591894863.000"
"2012","Wisconsin","OW","The Tax Burden on Tobacco","Cigarette Sales","State Tax per pack ","Dollars","2.520"
"2011","Wisconsin","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack ","Dollars","7.125"
"2011","Wisconsin","OW","The Tax Burden on Tobacco","Cigarette Sales","Cigarette Consumption (Pack Sales Per Capita)","Pack","42.500"
"2011","Wisconsin","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State tax as a Percentage of Retail Price ","Percentage","49.500"
"2011","Wisconsin","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State Tax per pack ","Dollars","3.530"
"2011","Wisconsin","OW","The Tax Burden on Tobacco","Cigarette Sales","Gross Cigarette Tax Revenue ","Dollars","609094792.000"
"2011","Wisconsin","OW","The Tax Burden on Tobacco","Cigarette Sales","State Tax per pack ","Dollars","2.520"
"2010","Wisconsin","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack ","Dollars","7.021"
"2010","Wisconsin","OW","The Tax Burden on Tobacco","Cigarette Sales","Cigarette Consumption (Pack Sales Per Capita)","Pack","48.200"
"2010","Wisconsin","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State tax as a Percentage of Retail Price ","Percentage","50.300"
"2010","Wisconsin","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State Tax per pack ","Dollars","3.530"
"2010","Wisconsin","OW","The Tax Burden on Tobacco","Cigarette Sales","Gross Cigarette Tax Revenue ","Dollars","648822851.000"
"2010","Wisconsin","OW","The Tax Burden on Tobacco","Cigarette Sales","State Tax per pack ","Dollars","2.520"
"2009","Wisconsin","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack ","Dollars","6.921"
"2009","Wisconsin","OW","The Tax Burden on Tobacco","Cigarette Sales","Cigarette Consumption (Pack Sales Per Capita)","Pack","55.300"
"2009","Wisconsin","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State tax as a Percentage of Retail Price ","Percentage","51.000"
"2009","Wisconsin","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State Tax per pack ","Dollars","3.530"
"2009","Wisconsin","OW","The Tax Burden on Tobacco","Cigarette Sales","Gross Cigarette Tax Revenue ","Dollars","555223007.000"
"2009","Wisconsin","OW","The Tax Burden on Tobacco","Cigarette Sales","State Tax per pack ","Dollars","1.770"
"2008","Wisconsin","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack ","Dollars","5.027"
"2008","Wisconsin","OW","The Tax Burden on Tobacco","Cigarette Sales","Cigarette Consumption (Pack Sales Per Capita)","Pack","66.700"
"2008","Wisconsin","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State tax as a Percentage of Retail Price ","Percentage","43.000"
"2008","Wisconsin","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State Tax per pack ","Dollars","2.160"
"2008","Wisconsin","OW","The Tax Burden on Tobacco","Cigarette Sales","Gross Cigarette Tax Revenue ","Dollars","460367717.000"
"2008","Wisconsin","OW","The Tax Burden on Tobacco","Cigarette Sales","State Tax per pack ","Dollars","1.770"
"2007","Wisconsin","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack ","Dollars","4.093"
"2007","Wisconsin","OW","The Tax Burden on Tobacco","Cigarette Sales","Cigarette Consumption (Pack Sales Per Capita)","Pack","69.700"
"2007","Wisconsin","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State tax as a Percentage of Retail Price ","Percentage","28.300"
"2007","Wisconsin","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State Tax per pack ","Dollars","1.160"
"2007","Wisconsin","OW","The Tax Burden on Tobacco","Cigarette Sales","Gross Cigarette Tax Revenue ","Dollars","300944734.000"
"2007","Wisconsin","OW","The Tax Burden on Tobacco","Cigarette Sales","State Tax per pack ","Dollars","0.770"
"2006","Wisconsin","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack ","Dollars","3.868"
"2006","Wisconsin","OW","The Tax Burden on Tobacco","Cigarette Sales","Cigarette Consumption (Pack Sales Per Capita)","Pack","71.300"
"2006","Wisconsin","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State tax as a Percentage of Retail Price ","Percentage","30.000"
"2006","Wisconsin","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State Tax per pack ","Dollars","1.160"
"2006","Wisconsin","OW","The Tax Burden on Tobacco","Cigarette Sales","Gross Cigarette Tax Revenue ","Dollars","306392438.000"
"2006","Wisconsin","OW","The Tax Burden on Tobacco","Cigarette Sales","State Tax per pack ","Dollars","0.770"
"2005","Wisconsin","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack ","Dollars","3.783"
"2005","Wisconsin","OW","The Tax Burden on Tobacco","Cigarette Sales","Cigarette Consumption (Pack Sales Per Capita)","Pack","70.100"
"2005","Wisconsin","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State tax as a Percentage of Retail Price ","Percentage","30.700"
"2005","Wisconsin","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State Tax per pack ","Dollars","1.160"
"2005","Wisconsin","OW","The Tax Burden on Tobacco","Cigarette Sales","Gross Cigarette Tax Revenue ","Dollars","299086407.000"
"2005","Wisconsin","OW","The Tax Burden on Tobacco","Cigarette Sales","State Tax per pack ","Dollars","0.770"
"2004","Wisconsin","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack ","Dollars","3.761"
"2004","Wisconsin","OW","The Tax Burden on Tobacco","Cigarette Sales","Cigarette Consumption (Pack Sales Per Capita)","Pack","69.900"
"2004","Wisconsin","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State tax as a Percentage of Retail Price ","Percentage","30.800"
"2004","Wisconsin","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State Tax per pack ","Dollars","1.160"
"2004","Wisconsin","OW","The Tax Burden on Tobacco","Cigarette Sales","Gross Cigarette Tax Revenue ","Dollars","296060429.000"
"2004","Wisconsin","OW","The Tax Burden on Tobacco","Cigarette Sales","State Tax per pack ","Dollars","0.770"
"2003","Wisconsin","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack ","Dollars","3.813"
"2003","Wisconsin","OW","The Tax Burden on Tobacco","Cigarette Sales","Cigarette Consumption (Pack Sales Per Capita)","Pack","71.000"
"2003","Wisconsin","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State tax as a Percentage of Retail Price ","Percentage","30.400"
"2003","Wisconsin","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State Tax per pack ","Dollars","1.160"
"2003","Wisconsin","OW","The Tax Burden on Tobacco","Cigarette Sales","Gross Cigarette Tax Revenue ","Dollars","298473027.000"
"2003","Wisconsin","OW","The Tax Burden on Tobacco","Cigarette Sales","State Tax per pack ","Dollars","0.770"
"2002","Wisconsin","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack ","Dollars","3.951"
"2002","Wisconsin","OW","The Tax Burden on Tobacco","Cigarette Sales","Cigarette Consumption (Pack Sales Per Capita)","Pack","75.300"
"2002","Wisconsin","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State tax as a Percentage of Retail Price ","Percentage","29.400"
"2002","Wisconsin","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State Tax per pack ","Dollars","1.160"
"2002","Wisconsin","OW","The Tax Burden on Tobacco","Cigarette Sales","Gross Cigarette Tax Revenue ","Dollars","293464555.000"
"2002","Wisconsin","OW","The Tax Burden on Tobacco","Cigarette Sales","State Tax per pack ","Dollars","0.770"
